Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-01 00:00:00+05:30,275.1603013451467,285.70651498555304,272.5716735663234,279.858154296875,716950,0.0,0.0
2022-08-02 00:00:00+05:30,278.03655723546603,280.67311079545755,272.7155244814802,275.8314514160156,343683,0.0,0.0
2022-08-03 00:00:00+05:30,277.55716753939754,277.55716753939754,267.96970061230263,269.93511962890625,311824,0.0,0.0
2022-08-04 00:00:00+05:30,271.3252913759258,275.1602778264689,266.8191705930878,268.7366638183594,362976,0.0,0.0
2022-08-05 00:00:00+05:30,272.09229264185285,276.07111472046995,271.18150086253945,273.81805419921875,314858,0.0,0.0
2022-08-08 00:00:00+05:30,273.81806065533254,278.03654024175796,271.1335523667876,272.85931396484375,327273,0.0,0.0
2022-08-10 00:00:00+05:30,272.8593151298744,281.63184153357787,272.0923002190322,279.858154296875,565805,0.0,0.0
2022-08-11 00:00:00+05:30,281.8715259677616,283.0220336955706,276.07112021507305,276.5984191894531,214260,0.0,0.0
2022-08-12 00:00:00+05:30,276.5984447563739,286.4735248414512,276.1190713685813,279.18707275390625,425611,0.0,0.0
2022-08-16 00:00:00+05:30,280.9127618268798,288.534809218124,280.001940827404,285.6585693359375,407451,0.0,0.0
2022-08-17 00:00:00+05:30,289.54149673012336,294.5269911587285,285.65858438802104,291.55487060546875,467831,0.0,0.0
2022-08-18 00:00:00+05:30,292.41772222873186,297.2114553800226,292.0821550564165,296.3965148925781,372295,0.0,0.0
2022-08-19 00:00:00+05:30,298.0743337619614,301.2861409572243,287.7198814325145,290.9796142578125,516897,0.0,0.0
2022-08-22 00:00:00+05:30,292.8012124383822,292.8012124383822,287.71986704642427,288.5827331542969,292767,0.0,0.0
2022-08-23 00:00:00+05:30,288.2951371083964,294.2393489430131,285.7544350106966,288.0554504394531,401271,0.0,0.0
2022-08-24 00:00:00+05:30,291.4589859825103,295.2939726401749,290.3084782817604,291.21929931640625,343794,0.0,0.0
2022-08-25 00:00:00+05:30,292.60017608143573,296.8907966040444,292.1070020006981,295.3619689941406,242118,8.5,0.0
2022-08-26 00:00:00+05:30,295.9044729239088,298.86351765314794,293.04406903916964,296.54559326171875,305049,0.0,0.0
2022-08-29 00:00:00+05:30,287.0273121963856,293.73446758877066,285.6464308039483,290.3808898925781,256041,0.0,0.0
2022-08-30 00:00:00+05:30,292.89610628618726,299.5539565510776,288.45753944292704,291.36724853515625,432375,0.0,0.0
2022-09-01 00:00:00+05:30,290.97270982508337,294.9181025006778,289.4931875717355,290.1343078613281,200330,0.0,0.0
2022-09-02 00:00:00+05:30,288.6054747868588,292.4522265526893,284.0682672754621,285.00531005859375,226397,0.0,0.0
2022-09-05 00:00:00+05:30,285.05463048636034,289.0986641362893,283.5258028130625,284.26556396484375,284304,0.0,0.0
2022-09-06 00:00:00+05:30,285.8930173736382,289.29590043146817,283.377811529896,285.00531005859375,326833,0.0,0.0
2022-09-07 00:00:00+05:30,283.47647668029043,290.67683685538765,283.47647668029043,286.1889343261719,249994,0.0,0.0
2022-09-08 00:00:00+05:30,288.901384869912,290.9727221324022,285.59711234414897,286.8300476074219,247077,0.0,0.0
2022-09-09 00:00:00+05:30,288.1123083794493,291.36724532155705,281.1585356744627,283.4271545410156,360863,0.0,0.0
2022-09-12 00:00:00+05:30,284.06828247191453,290.9727198931069,284.06828247191453,289.6411437988281,249831,0.0,0.0
2022-09-13 00:00:00+05:30,294.7208379974109,301.37868852537315,291.4659008907908,296.79217529296875,552283,0.0,0.0
2022-09-14 00:00:00+05:30,293.04406382481955,304.5843200029319,290.08501914823296,299.208740234375,601935,0.0,0.0
