Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-01 00:00:00+05:30,48155.73269215859,48621.428784313546,47849.53505017087,48462.71875,15660,0.0,0.0
2022-08-02 00:00:00+05:30,48456.022357744325,49080.182336560654,48085.828428808374,48231.05078125,18097,0.0,0.0
2022-08-03 00:00:00+05:30,48350.278033400995,48350.278033400995,46766.51611965859,47276.125,21040,0.0,0.0
2022-08-04 00:00:00+05:30,47751.07456993897,48473.74031703867,47043.32334178115,48269.640625,16953,0.0,0.0
2022-08-05 00:00:00+05:30,48243.39910020887,48438.78389489044,47306.049749112186,47467.125,9680,0.0,0.0
2022-08-08 00:00:00+05:30,47696.92135333482,47975.50132306764,47462.988789809344,47876.2109375,8967,0.0,0.0
2022-08-10 00:00:00+05:30,47701.89581762088,48073.56654615025,47091.51971753076,47640.2109375,11583,0.0,0.0
2022-08-11 00:00:00+05:30,48041.320545174334,48685.417741292986,47603.48828903022,48254.28125,18083,0.0,0.0
2022-08-12 00:00:00+05:30,48981.774024374594,49572.50898748263,47863.31582755671,48378.5859375,41032,0.0,0.0
2022-08-16 00:00:00+05:30,48829.06981491191,49158.99684583464,48355.35111830785,48911.7265625,10480,0.0,0.0
2022-08-17 00:00:00+05:30,49208.21764949214,49383.272862417296,48463.89166823931,48726.96484375,17362,0.0,0.0
2022-08-18 00:00:00+05:30,48697.20482796994,49457.663535685286,48368.35594596363,49328.97265625,12397,60.0,0.0
2022-08-19 00:00:00+05:30,49190.07652883365,49902.92250351013,48896.66859273391,49319.16015625,16842,0.0,0.0
2022-08-22 00:00:00+05:30,49189.09230890412,49760.72913800184,48128.47175898855,48298.95703125,17313,0.0,0.0
2022-08-23 00:00:00+05:30,48298.95376056434,49681.719182684705,47823.82067664916,49409.84765625,19135,0.0,0.0
2022-08-24 00:00:00+05:30,48646.92556999843,49386.24054826588,48472.940111779484,49090.7109375,25763,0.0,0.0
2022-08-25 00:00:00+05:30,49287.66793467381,49530.65613759175,48794.791255327065,48970.35546875,15525,0.0,0.0
2022-08-26 00:00:00+05:30,49189.09428845029,49622.8257811741,49034.331005819295,49226.16015625,10970,0.0,0.0
2022-08-29 00:00:00+05:30,48597.63981689682,48942.653486996496,48082.140876220554,48687.046875,11393,0.0,0.0
2022-08-30 00:00:00+05:30,48942.6524250393,50766.24601249658,48942.6524250393,50315.953125,30980,0.0,0.0
2022-09-01 00:00:00+05:30,49835.79899091786,50720.955487086925,49619.96905392265,49885.13671875,18237,0.0,0.0
2022-09-02 00:00:00+05:30,50135.40970864851,50135.40970864851,49139.79893779253,49204.80859375,12138,0.0,0.0
2022-09-05 00:00:00+05:30,49204.815563308104,49323.64890315754,48458.05732161079,49076.9140625,22649,0.0,0.0
2022-09-06 00:00:00+05:30,49104.31225540864,49970.15016031542,49027.91637875159,49148.62109375,13962,0.0,0.0
2022-09-07 00:00:00+05:30,49099.00067361005,49324.04510504912,48523.17048726597,49031.4765625,14643,0.0,0.0
2022-09-08 00:00:00+05:30,49120.08563717397,49705.819462390544,48720.855561254735,48863.83984375,11425,0.0,0.0
2022-09-09 00:00:00+05:30,48958.424532326346,49138.817390406635,48084.94697271549,48264.2578125,11381,0.0,0.0
2022-09-12 00:00:00+05:30,48834.2145659493,48934.565013961896,48190.17115880107,48380.66796875,19795,0.0,0.0
2022-09-13 00:00:00+05:30,48597.63877103993,49318.5209454855,47513.31011691936,47690.44921875,30661,0.0,0.0
2022-09-14 00:00:00+05:30,47533.02799210145,48001.55734381908,46775.62284220333,47623.6171875,41250,0.0,0.0
2022-09-15 00:00:00+05:30,47907.613303810824,48745.503659947426,47907.613303810824,48481.421875,16367,0.0,0.0
2022-09-16 00:00:00+05:30,48400.49006329234,48928.85386520527,47576.25393008142,48117.62890625,22812,0.0,0.0
2022-09-19 00:00:00+05:30,48117.63324513106,48188.507377994145,47168.402729932524,47945.22265625,12353,0.0,0.0
2022-09-20 00:00:00+05:30,48114.62288364862,49775.22458184351,48104.81540755472,49638.0546875,29246,0.0,0.0
2022-09-21 00:00:00+05:30,49494.77145588158,50864.86837602659,49287.909593380304,50411.421875,28109,0.0,0.0
2022-09-22 00:00:00+05:30,50176.81447752681,52852.49548767076,49882.46700190184,52257.296875,39159,0.0,0.0
2022-09-23 00:00:00+05:30,52257.29783019614,52851.16414652746,51694.775388899274,52321.9609375,36932,0.0,0.0
2022-09-26 00:00:00+05:30,52186.96663166791,52186.96663166791,49664.77025908006,49915.1015625,39566,0.0,0.0
2022-09-27 00:00:00+05:30,50076.2723031577,50537.9514444443,48500.102687467814,49051.28515625,26201,0.0,0.0
2022-09-28 00:00:00+05:30,48794.783925895346,49524.24130175722,48597.63328377052,49279.578125,23976,0.0,0.0
2022-09-29 00:00:00+05:30,49524.24813362431,49977.69467306433,48278.25590351083,48957.33984375,26371,0.0,0.0
2022-09-30 00:00:00+05:30,48957.34253250242,50186.923577163434,48213.198830518464,49944.328125,19202,0.0,0.0
2022-10-03 00:00:00+05:30,49944.32404075314,50194.066184649084,48499.06335067577,48851.02734375,19154,0.0,0.0
2022-10-04 00:00:00+05:30,49533.1178442708,51935.39864959007,49289.14390117826,51459.1796875,36582,0.0,0.0
2022-10-06 00:00:00+05:30,51505.61440722403,53256.855354858766,51505.61440722403,52322.75390625,33655,0.0,0.0
2022-10-07 00:00:00+05:30,52294.213004965866,52836.377324527246,51653.473354575144,52691.66796875,17210,0.0,0.0
2022-10-10 00:00:00+05:30,51816.12701669431,52334.87973889607,51400.631962237225,51638.69140625,13276,0.0,0.0
2022-10-11 00:00:00+05:30,51939.23994270904,52046.887280814975,50179.720404667474,50575.25390625,19818,0.0,0.0
