Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-26 00:00:00+05:30,2302.5780896493216,2307.5320012019233,2251.007822008694,2299.1103515625,362253,10.0,0.0
2022-07-27 00:00:00+05:30,2288.8062914617662,2342.3085357430123,2288.8062914617662,2332.69775390625,265480,0.0,0.0
2022-07-28 00:00:00+05:30,2351.0272540028127,2382.831463009461,2329.9237842459183,2377.679443359375,426773,0.0,0.0
2022-07-29 00:00:00+05:30,2409.384362603085,2437.3243741235337,2385.5064132387206,2428.655029296875,341453,0.0,0.0
2022-08-01 00:00:00+05:30,2449.0159514436073,2480.919095912357,2434.2531487499264,2473.141357421875,358532,0.0,0.0
2022-08-02 00:00:00+05:30,2486.8636581448063,2514.6055634946288,2474.578053960258,2497.21728515625,370124,0.0,0.0
2022-08-03 00:00:00+05:30,2496.7714125817397,2506.6792356475403,2471.3083556806746,2499.991455078125,216092,0.0,0.0
2022-08-04 00:00:00+05:30,2511.633090521387,2536.2541270405686,2484.138882134023,2530.55712890625,411253,0.0,0.0
2022-08-05 00:00:00+05:30,2547.1032189472676,2625.2262592026614,2539.7712846960503,2616.507568359375,1026958,0.0,0.0
2022-08-08 00:00:00+05:30,2625.5731109615804,2631.0720011380517,2585.941818720651,2624.92919921875,496035,0.0,0.0
2022-08-10 00:00:00+05:30,2625.4246307172148,2646.429167549646,2588.7160973369037,2612.494873046875,1014686,0.0,0.0
2022-08-11 00:00:00+05:30,2635.481061476676,2653.3647313433125,2607.441872482169,2616.309326171875,565999,0.0,0.0
2022-08-12 00:00:00+05:30,2616.3092626878033,2630.4774983833813,2594.016660265109,2598.32666015625,509065,0.0,0.0
2022-08-16 00:00:00+05:30,2615.6653336889244,2654.0581487193963,2601.794381161786,2641.177978515625,387950,0.0,0.0
2022-08-17 00:00:00+05:30,2654.305976155776,2715.7344832560593,2648.361281920265,2691.26220703125,986217,0.0,0.0
2022-08-18 00:00:00+05:30,2694.779386091482,2709.789641462694,2677.0938249477877,2698.14794921875,205978,0.0,0.0
2022-08-19 00:00:00+05:30,2704.786020033736,2718.0130601452993,2684.2768753437267,2695.720458984375,412226,0.0,0.0
2022-08-22 00:00:00+05:30,2675.1121936502577,2681.9484947223914,2621.11455863028,2655.445068359375,374670,0.0,0.0
2022-08-23 00:00:00+05:30,2634.4904030405687,2668.276179655137,2608.977756226618,2653.166748046875,289573,0.0,0.0
2022-08-24 00:00:00+05:30,2645.388749210194,2673.0314787099014,2619.67799682344,2646.1318359375,212217,0.0,0.0
2022-08-25 00:00:00+05:30,2650.342619614926,2671.1490476567633,2630.6754944478694,2638.700927734375,413479,0.0,0.0
2022-08-26 00:00:00+05:30,2650.2932291996667,2670.158463923413,2627.6539973762324,2642.3173828125,186127,0.0,0.0
2022-08-29 00:00:00+05:30,2576.033887388372,2684.9207614876696,2572.16993331337,2675.458984375,398662,0.0,0.0
2022-08-30 00:00:00+05:30,2690.469558931056,2736.838222797216,2686.011038211045,2711.077880859375,521669,0.0,0.0
