Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-01 00:00:00+05:30,573.357275752576,574.7806195012166,565.8970780469213,570.1179809570312,993023,0.0,0.0
2022-08-02 00:00:00+05:30,570.1180180717909,579.6396293854539,564.4247026191972,567.6149291992188,1291098,0.0,0.0
2022-08-03 00:00:00+05:30,567.3695113213362,568.6946583602447,555.1975462829638,559.3203125,1793491,0.0,0.0
2022-08-04 00:00:00+05:30,561.4798303224856,565.406262702363,555.7865153541838,563.3449096679688,2687696,0.0,0.0
2022-08-05 00:00:00+05:30,563.3450305169856,571.835906412375,562.4615590769491,568.4984741210938,1455945,0.0,0.0
2022-08-08 00:00:00+05:30,569.332742650389,576.6948039777646,566.9277906342579,575.7131958007812,1395495,0.0,0.0
2022-08-10 00:00:00+05:30,578.1181441085286,580.5721645352456,570.265278743034,574.1917114257812,1222405,0.0,0.0
2022-08-11 00:00:00+05:30,577.1856045858382,579.1488209279669,570.3143473883877,571.9830932617188,1222897,0.0,0.0
2022-08-12 00:00:00+05:30,571.295926490833,575.7622314594001,562.7068554310482,570.9032592773438,1418557,0.0,0.0
2022-08-16 00:00:00+05:30,571.5414103702484,577.0875210138544,566.9769079883345,568.9401245117188,1076292,0.0,0.0
2022-08-17 00:00:00+05:30,569.3327389983598,575.2223880224808,565.6026399322715,574.1917114257812,1524111,0.0,0.0
2022-08-18 00:00:00+05:30,574.9769763699704,585.0875283765411,572.9156232110236,583.6641845703125,1777307,0.0,0.0
2022-08-19 00:00:00+05:30,586.8053522301099,590.9281185279427,575.2714562289416,576.4003295898438,2461951,0.0,0.0
2022-08-22 00:00:00+05:30,573.7499758398159,581.0139002688704,570.6578861367137,573.4555053710938,1333644,0.0,0.0
2022-08-23 00:00:00+05:30,568.5474754999777,581.062979919604,568.3511418795009,577.2837524414062,1186601,0.0,0.0
2022-08-24 00:00:00+05:30,574.240710045466,577.6763382252252,568.5473953300996,576.3020629882812,1383496,0.0,0.0
2022-08-25 00:00:00+05:30,577.676470931968,578.7071476401478,567.3695840249404,569.038330078125,1563845,0.0,0.0
2022-08-26 00:00:00+05:30,570.3634001195978,571.8358123356776,557.3570922108927,561.4798583984375,2359504,0.0,0.0
2022-08-29 00:00:00+05:30,554.5595567393829,570.118022524576,553.4797517870692,562.5105590820312,2612374,0.0,0.0
2022-08-30 00:00:00+05:30,564.4737780655261,575.2223997359465,564.4737780655261,572.8665161132812,1784269,0.0,0.0
2022-09-01 00:00:00+05:30,554.6577179767612,563.9829961549988,554.6577179767612,559.1240234375,3042496,0.0,0.0
2022-09-02 00:00:00+05:30,560.7436688994176,561.9706791158277,556.0810300770592,560.2037963867188,1659835,0.0,0.0
2022-09-05 00:00:00+05:30,561.6271518555955,563.4921714756118,557.6025223148265,559.6148071289062,686752,0.0,0.0
2022-09-06 00:00:00+05:30,561.0381024576488,562.4614461975632,557.9460728632877,560.4982299804688,562408,0.0,0.0
2022-09-07 00:00:00+05:30,559.4675407981325,564.1301792082985,558.5840695553757,561.8233642578125,485140,0.0,0.0
2022-09-08 00:00:00+05:30,563.2958018788939,563.3449302155171,556.8172121808361,559.9093017578125,853719,0.0,0.0
2022-09-09 00:00:00+05:30,567.2222341402967,567.2222341402967,559.0258302171679,564.3265380859375,965576,0.0,0.0
2022-09-12 00:00:00+05:30,564.3265383462898,567.9584405000645,558.0932907683195,559.9093017578125,835551,0.0,0.0
2022-09-13 00:00:00+05:30,562.4123777746566,563.3449174602974,559.3202882676912,560.4982299804688,827907,0.0,0.0
2022-09-14 00:00:00+05:30,556.9645666943919,560.4983325668954,554.608682837646,556.5718994140625,867842,0.0,0.0
2022-09-15 00:00:00+05:30,559.369414802922,559.369414802922,549.8969315189171,553.087158203125,1225198,0.0,0.0
2022-09-16 00:00:00+05:30,549.9459566891691,552.4981138707432,533.9948245228165,536.3507080078125,1946975,0.0,0.0
2022-09-19 00:00:00+05:30,539.0502117972096,540.6698295142552,530.3629425576173,538.068603515625,685828,0.0,0.0
2022-09-20 00:00:00+05:30,540.6697988863177,550.2404790896061,538.3630435203133,546.5594482421875,812820,0.0,0.0
2022-09-21 00:00:00+05:30,546.5594033669889,558.2405642620947,544.4980502267263,551.1729736328125,1660482,0.0,0.0
2022-09-22 00:00:00+05:30,551.5656919270231,569.3327770385254,548.6208672182032,565.0628051757812,2626545,0.0,0.0
2022-09-23 00:00:00+05:30,565.1119070589489,566.2407206499201,557.1117754946793,558.0933837890625,1156625,0.0,0.0
2022-09-26 00:00:00+05:30,554.1669868842325,556.3756056911589,544.8907759126186,545.9705810546875,1442609,0.0,0.0
2022-09-27 00:00:00+05:30,548.7189330510217,555.0503173379774,546.8047852555321,550.1913452148438,1734629,0.0,0.0
2022-09-28 00:00:00+05:30,547.7864372981334,558.044254844642,545.7250840685002,553.6760864257812,1551538,0.0,0.0
2022-09-29 00:00:00+05:30,556.4736805661471,567.5167721815333,553.5288561353775,565.160888671875,2309452,0.0,0.0
2022-09-30 00:00:00+05:30,565.1609054519164,565.1609054519164,557.6515789654537,562.4124145507812,1598546,0.0,0.0
2022-10-03 00:00:00+05:30,561.0872052438409,567.2222562979968,544.7925336090459,546.9030151367188,1606325,0.0,0.0
2022-10-04 00:00:00+05:30,557.7497438323039,557.7497438323039,542.0440139667697,543.6145629882812,2948474,0.0,0.0
2022-10-06 00:00:00+05:30,547.2465343225556,547.2465343225556,534.4856285894735,536.3507080078125,2675443,0.0,0.0
2022-10-07 00:00:00+05:30,528.0071405520773,534.4857315144786,524.424246210487,530.2157592773438,3803118,0.0,0.0
2022-10-10 00:00:00+05:30,524.1788008315824,527.908900165839,516.8658074516906,519.368896484375,3601832,0.0,0.0
2022-10-11 00:00:00+05:30,521.9701513747111,521.9701513747111,507.4914306736731,509.40557861328125,6628877,0.0,0.0
2022-10-12 00:00:00+05:30,509.40554868700224,528.9395144359785,509.40554868700224,523.7860717773438,3197008,0.0,0.0
2022-10-13 00:00:00+05:30,525.1603600843897,528.6450570332695,519.5161132236697,520.2523193359375,2075101,0.0,0.0
2022-10-14 00:00:00+05:30,525.1604086914709,525.1604086914709,517.3075427671125,521.5775146484375,1518166,0.0,0.0
2022-10-17 00:00:00+05:30,521.5774625221692,524.6695521359079,517.3074910675837,520.2032470703125,757924,0.0,0.0
2022-10-18 00:00:00+05:30,521.773848279069,523.6879963306537,518.9762887585612,521.5775146484375,1247608,0.0,0.0
2022-10-19 00:00:00+05:30,522.7553956270006,526.1419556449227,515.3933346804764,516.4240112304688,2677154,0.0,0.0
2022-10-20 00:00:00+05:30,515.3443341622058,527.614437356544,512.3995093955646,526.0929565429688,2273116,0.0,0.0
2022-10-21 00:00:00+05:30,526.1420043379833,530.0684372061772,522.6573071499834,528.05615234375,1238126,0.0,0.0
2022-10-24 00:00:00+05:30,530.4119469299915,531.0500162010062,524.6695631412898,526.976318359375,164839,0.0,0.0
2022-10-25 00:00:00+05:30,526.1420832766547,528.1053000052989,520.9886393639636,522.3629150390625,1231137,0.0,0.0
2022-10-27 00:00:00+05:30,531.5408354718705,541.1605837619697,526.1419904209097,538.9519653320312,5098267,0.0,0.0
2022-10-28 00:00:00+05:30,542.3385661340106,544.0563805968785,536.2035144809109,540.9152221679688,2012341,0.0,0.0
2022-10-31 00:00:00+05:30,543.1728399393259,548.2281458219747,540.0808102479652,544.498046875,1517302,0.0,0.0
2022-11-01 00:00:00+05:30,546.6576037619077,554.6086058273095,544.6452591204132,553.4306640625,1354247,0.0,0.0
2022-11-02 00:00:00+05:30,555.5412032443943,555.9829389411458,548.2282097707488,551.9092407226562,936356,0.0,0.0
2022-11-03 00:00:00+05:30,554.374186390094,554.7192596327983,546.7327458484787,548.1131591796875,807402,2.5,0.0
2022-11-04 00:00:00+05:30,549.592159700407,552.5501367489987,546.3876845644328,549.6907348632812,620438,0.0,0.0
2022-11-07 00:00:00+05:30,549.6906696580069,555.3601249952868,539.9786702392643,545.8452758789062,1295002,0.0,0.0
2022-11-09 00:00:00+05:30,547.2257036252337,552.5007381376525,541.3097500725285,546.3876342773438,883098,0.0,0.0
2022-11-10 00:00:00+05:30,543.2817724943576,548.0638112110228,540.3237955116298,546.1411743164062,927378,0.0,0.0
2022-11-11 00:00:00+05:30,548.9019645983356,551.6627311992178,542.4930141911955,545.3523559570312,1331351,0.0,0.0
2022-11-14 00:00:00+05:30,547.6694715924712,560.0436637466075,542.5915868367739,545.4509887695312,2173335,0.0,0.0
2022-11-15 00:00:00+05:30,547.4229562456397,548.2117380773377,534.4078453919371,543.0352783203125,1939642,0.0,0.0
2022-11-16 00:00:00+05:30,541.3591004003632,543.2817975638977,536.5770614630327,542.3450927734375,2344384,0.0,0.0
2022-11-17 00:00:00+05:30,540.5702933867709,546.0425387666854,538.0067374081322,544.169189453125,2201076,0.0,0.0
2022-11-18 00:00:00+05:30,544.169170327668,544.2184579062565,535.39381485194,540.8167724609375,1143913,0.0,0.0
2022-11-21 00:00:00+05:30,539.781544302174,544.2185100436985,536.5770690444064,543.0845947265625,1022010,0.0,0.0
2022-11-22 00:00:00+05:30,540.7675169285134,541.2112255224918,532.9781532837286,538.7955322265625,1710541,0.0,0.0
2022-11-23 00:00:00+05:30,538.450400871618,544.7607760142695,536.3798409986653,543.6762084960938,1450395,0.0,0.0
2022-11-24 00:00:00+05:30,545.25370461144,549.1976735417217,542.788724030014,545.8452758789062,1285517,0.0,0.0
2022-11-25 00:00:00+05:30,547.2257522195226,549.6907330853763,540.0280201272692,548.7540283203125,815285,0.0,0.0
2022-11-28 00:00:00+05:30,548.7540572094732,555.0151450464748,547.8173523950966,550.7753295898438,1384789,0.0,0.0
2022-11-29 00:00:00+05:30,552.0077491582791,589.9191640356272,550.282262683057,584.7919921875,11072058,0.0,0.0
2022-11-30 00:00:00+05:30,587.1091634144371,590.5108490960481,577.4957378943442,580.1085815429688,6800183,0.0,0.0
2022-12-01 00:00:00+05:30,581.2425137539732,583.3130737003553,577.8901155567644,578.580322265625,2181957,0.0,0.0
2022-12-02 00:00:00+05:30,576.7069327579541,584.6441589077951,568.4245731875662,582.869384765625,3556471,0.0,0.0
2022-12-05 00:00:00+05:30,582.7214929630235,584.2004815238433,574.6856310438229,578.8760986328125,3137533,0.0,0.0
2022-12-06 00:00:00+05:30,577.6929109835894,585.7287120974031,573.9954398692043,584.2990112304688,1040850,0.0,0.0
2022-12-07 00:00:00+05:30,592.5813524397443,602.194777042552,589.9684488602376,593.8138427734375,6182504,0.0,0.0
2022-12-08 00:00:00+05:30,597.0184054717552,598.4973940897694,590.4122442752513,595.933837890625,1825451,0.0,0.0
2022-12-09 00:00:00+05:30,598.30020321546,601.0116824375127,585.6795119634004,590.3629760742188,1253564,0.0,0.0
